,Unnamed: 0,web-scraper-order,web-scraper-start-url,titleproduct,location,shippingfee,price,sellerrating,reviews,reviewrating,shipontimerating,chatresponserating,reviews_en
206,570,1625651102-355,https://www.lazada.com.ph/products/mini-video-game-console-entertainment-system-built-in-400-family-game-box-i275135314-s405605652.html?spm=a2o4l.searchlistcategory.list.154.52a0313ckSnGMn&search=1,Mini Video Game Console Entertainment System Built-in 400 family game box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,445,81,"[vids and pics attached are not related to the product]

ang ganda! mura lang siya pero ang bilis dumating, well packaged, good quality and sobrang naenjoy namin laruin.",4.5,100,92,"[vids and pics attached are not related to the product]

nice! he was cheap but the speed came, well packaged, good quality and we really enjoyed playing."
207,575,1625651094-313,https://www.lazada.com.ph/products/ipega-pg-9157-upgraded-pg-9078-wireless-game-controller-i264296274-s694894331.html?spm=a2o4l.searchlistcategory.bestshown_1.7.52a0313cSSP8KD&search=1,iPega PG-9157 Upgraded PG-9078 Wireless Game controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,529,92,Hi ma'am/sir! Thanks for posting an awesome review! We work hard to meet expectations like yours. We‚??re so happy to hear your experience and we hit the mark for you. Rest assured that we always aim to make you have a great experience from our store. Thank you for making your purchase with us. You may also follow our store to keep you updated on our products and incoming sales.,4.6,100,100,Hi ma'am/sir! Thanks for posting an awesome review! We work hard to meet expectations like yours. We‚??re so happy to hear your experience and we hit the mark for you. Rest assured that we always aim to make you have a great experience from our store. Thank you for making your purchase with us. You may also follow our store to keep you updated on our products and incoming sales.
208,576,1625651233-864,https://www.lazada.com.ph/products/mobile-club-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1196038316-s4229404093.html?spm=a2o4l.searchlistcategory.list.12.52a0313cijE5zw&search=1,Mobile Club Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,9,93,Even its a little bit late on the delivery still the package is safe and secure. The product is good and still new. It really fits in the thumbs like a sock. Its worth the wait ??Å???,4.8,97,99,Even its a little bit late on the delivery still the package is safe and secure. The product is good and still new. It really fits in the thumbs like a sock. Its worth the wait ??Å???
209,578,1625651094-317,https://www.lazada.com.ph/products/ipega-pg-9157-upgraded-pg-9078-wireless-game-controller-i264296274-s694894331.html?spm=a2o4l.searchlistcategory.bestshown_1.7.52a0313cSSP8KD&search=1,iPega PG-9157 Upgraded PG-9078 Wireless Game controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,529,92,"Hi Sir/Maam,Good Day! Thank you for making your purchase with us and giving a good rate on our product. Kindly follow our store and continue Shopping our products and we do our service kindly and honest to our customers, Thank you!",4.6,100,100,"Hi Sir/Maam,Good Day! Thank you for making your purchase with us and giving a good rate on our product. Kindly follow our store and continue Shopping our products and we do our service kindly and honest to our customers, Thank you!"
210,579,1625651220-831,https://www.lazada.com.ph/products/3-in1-joystick-grip-mobile-legends-extended-handle-game-controller-ultra-portable-five-angle-gamepad-for-all-smartphone-i496688419-s1314894232.html?spm=a2o4l.searchlistcategory.list.40.52a0313cmbqgDi&search=1,3 in1 Joystick Grip Mobile Legends Extended Handle Game Controller  Ultra-Portable Five-Angle Gamepad for All Smartphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,29.94,90,"I am happy for my purchase, thanks seller for the nice quality of the product at the same time super affordable!",4.3,99,99,"I am happy for my purchase, thanks seller for the nice quality of the product at the same time super affordable!"
211,581,1625651127-489,https://www.lazada.com.ph/products/nes-retro-mini-tv-handheld-family-recreation-video-game-console-w-built-in-500-classic-games-i232263798-s313293012.html?spm=a2o4l.searchlistcategory.list.130.52a0313crnJZZK&search=1,NES Retro Mini TV Handheld Family Recreation Video Game Console w/ Built-in 500 Classic Games,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,449,88,"lazada! seller, shop. baka nman pwede pa assist sana mapalitan to syang nman kompleto binayad nmin tpos kulang serbisyo nyo sira isang controller tuwa pnman mga bata paano mag 2 players  ngayon nito??°",4.5,100,98,"lazada! seller, shop. Maybe I can still assist, I hope I can replace it, I paid for it completely, but your service is lacking, a controller is broken, I'm happy, kids, how can I have 2 players now?"
212,582,1625651120-458,https://www.lazada.com.ph/products/local-stock2021-mini-retro-tv-game-console-classic-6202000-built-in-games-with-2-controllers-new-handheld-game-players-i1875761575-s9026765434.html?spm=a2o4l.searchlistcategory.list.137.52a0313cuB9oFO&search=1,[Local Stock]2021 Mini Retro TV Game Console Classic 620/2000 Built-in Games With 2 Controllers NEW Handheld Game Players,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,380,98,"Ito ay bago, walang mga gasgas, maraming mga laro, naimbitahan ko ang isang kaibigan na pumunta sa aking bahay upang maglaro ng mga laro nang magkasama, talagang napakasaya",4.8,99,100,"It was new, no scratches, lots of games, I invited a friend to come to my house to play games together, really very fun"
213,584,1625651242-899,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.list.1.52a0313c72vg7l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,Thank you for your Good Review! Glad you are enjoying your item!???,4.9,100,99,Thank you for your Good Review! Glad you are enjoying your item!???
214,585,1625651209-789,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1948539644-s8420551783.html?spm=a2o4l.searchlistcategory.list.50.52a0313cilh6EH&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18,92,"FAST DELIVERY. 4Days dumating na‚ù§
Nakuha ko lang siya na ""FREE"" sa items ko na 2pcs Tripod.. Order na kayo dito .. #Legit
#Good Quality #Thank You",4.7,96,100,"FAST DELIVERY. 4Days has arrived‚ù§
I just got him ""FREE"" with my 2pcs Tripod items .. Order here .. #Legit
#Good Quality #Thank You"
215,586,1625651181-723,https://www.lazada.com.ph/products/jl-01-3-in-1-joystick-grip-extended-handle-game-controller-gamepad-mobile-phone-holder-i215301253-s279484222.html?spm=a2o4l.searchlistcategory.list.68.52a0313cBSoUAC&search=1,JL-01 3 in 1 Joystick Grip Extended Handle Game Controller Gamepad Mobile Phone Holder,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,18.62,91,"Okay naman sya pero hindi lang siguro compatible sa phone ko and sa phone ng dalawa kong kapatid, mahirap sya gamitin kasi di macontrol ng maayos. Pero okay lang pede ko padin sya magamit as cellphone stand kapag nanonood ako sa netflix since may pinaka stand sya sa likod.",4.4,99,99,"He's okay but maybe it's just not compatible with my phone and the phones of my two brothers, it's hard to use because I can't control it properly. But it's okay that I can still use it as a cellphone stand when I'm watching netflix since it has the most stand in the back."
216,588,1625651242-896,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.list.1.52a0313c72vg7l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,"thank you sa seller at lazada..??Å?§?
 
thank you din kay ate na nag deliver.. ?§?‚?∫Ô∏è
 
the item is good. and fit sya sa kamay ko..
maganda gamitin.. mabilis din yung delivery

thank you again
. ?§?????•∞",4.9,100,99,"thank you sa seller at lazada..??Å?§?
 
thank you din kay ate na nag deliver .. ?§?‚?∫Ô∏è
 
the item is good. and he fits in my hand ..
good to use .. the delivery is also fast

thank you again
. ?§?????•∞"
217,590,1625651174-695,https://www.lazada.com.ph/products/dobe-ps4-controller-mobile-smart-phone-clip-mount-holder-for-sony-playstation-4-dualshock-4-controller-i934436360-s3039390952.html?spm=a2o4l.searchlistcategory.list.74.52a0313cuYeryQ&search=1,DOBE PS4 Controller Mobile Smart Phone Clip Mount Holder for Sony PlayStation 4 Dualshock 4 Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,198,97,Bought this during the 9.9 sale. ??ç,4.9,99,100,Bought this during the 9.9 sale. ??ç
218,591,1625651220-830,https://www.lazada.com.ph/products/3-in1-joystick-grip-mobile-legends-extended-handle-game-controller-ultra-portable-five-angle-gamepad-for-all-smartphone-i496688419-s1314894232.html?spm=a2o4l.searchlistcategory.list.40.52a0313cmbqgDi&search=1,3 in1 Joystick Grip Mobile Legends Extended Handle Game Controller  Ultra-Portable Five-Angle Gamepad for All Smartphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,29.94,90,Maganda naman yung item fragile nga lang yung kabitan para dun sa joystick nung tatanggalin kona nabali siguro mas maganda if gawin yun na metal para mas matibay maganda naman yung item kasi meron siya foam parang bed for the phone tas no need na tanggalin yung case kasi stretchable naman siya maganda Item kaso packaging ang poor yupi yung box buti nalang in good condition yung item.,4.3,99,99,"The item is good, the mounting for the joystick is just fragile when it is removed, it was broken, maybe it's better if you make it metal to make it stronger, the item is good because it has foam like a bed for the phone. he is beautiful Item case packaging the poor flattened the box but the item is in good condition."
219,597,1625651165-671,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-press-screen-finger-sleeves16-pcs-i899522819-s2885112277.html?spm=a2o4l.searchlistcategory.list.86.52a0313cWxs1xO&search=1,18-Pin Carbon Fiber Finger Sleeves For PUBG Mobile Games Press Screen Finger Sleeves(16 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.33,96,Di ko sya natry bilangin pero mukang kumpleto naman ang laman. With the item itself goods na rin syang gamitin for gaming. Na gustuhan ng asawa ko.,4.8,99,69,I can't count it but it looks like the meat is complete. With the item itself goods that can also be used for gaming. That my husband likes.
220,601,1625651123-473,https://www.lazada.com.ph/products/delivery-in-3-daysoriginal-flydigi-wasp-finger-sleeve-mobile-phone-gaming-gloves-sweat-proof-finger-cover-finger-sleeve-gaming-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i430364301-s1972896640.html?spm=a2o4l.searchlistcategory.list.133.52a0313cpBK94k&search=1,[Delivery in 3 Days]Original Flydigi  Wasp Finger Sleeve Mobile Phone gaming gloves Sweat-Proof Finger Cover  Finger Sleeve gaming Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,146,92,Goods naman medyo matagal lang delivery,4.8,98,93,Goods take a long time to deliver
221,604,1625651224-835,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-press-screen-finger-sleeves-black-yellow16-pcs-i899546413-s2885090582.html?spm=a2o4l.searchlistcategory.list.37.52a0313cV3XGK9&search=1,18-Pin Carbon Fiber Finger Sleeves For PUBG Mobile Games Press Screen Finger Sleeves Black & Yellow(16 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.12,96,Thanks for your support! I hope you have sunny mood everyday. Forgive me if the service is not good enough. Please believe in us that we are improving our service all along! Welcome to visit the next time(„Å•‚?è‚??‚?è)„Å•,4.8,99,69,Thanks for your support! I hope you have sunny mood everyday. Forgive me if the service is not good enough. Please believe in us that we are improving our service all along! Welcome to visit the next time(„Å•‚?è‚??‚?è)„Å•
222,606,1625651094-312,https://www.lazada.com.ph/products/ipega-pg-9157-upgraded-pg-9078-wireless-game-controller-i264296274-s694894331.html?spm=a2o4l.searchlistcategory.bestshown_1.7.52a0313cSSP8KD&search=1,iPega PG-9157 Upgraded PG-9078 Wireless Game controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,529,92,I have received the item earlier than I expected. Thank you so much seller! It really works on my preferred games and compatible to my phone. Secured packaging ??Ø You never fail me with your service and products. ‚ù§Ô∏è Thanks also to the customer service for being responsive to all my inquiries. Kudos seller! Keep up the good work. More sales to come. ‚ù§Ô∏è??Ø,4.6,100,100,I have received the item earlier than I expected. Thank you so much seller! It really works on my preferred games and compatible to my phone. Secured packaging ??Ø You never fail me with your service and products. ‚ù§Ô∏è Thanks also to the customer service for being responsive to all my inquiries. Kudos seller! Keep up the good work. More sales to come. ‚ù§Ô∏è??Ø
223,607,1625651115-400,https://www.lazada.com.ph/products/local-stock-the-latest-classic-mini-game-console-tv-game-console-built-in-2000-retro-games-dual-handheld-video-game-console-av-output-8-bit-fun-box-two-childrens-gift-electronic-game-console-handle-i2033764107-s8983823987.html?spm=a2o4l.searchlistcategory.list.142.52a0313cnsy1cv&search=1,"[Local stock] The latest classic mini game console, TV game console, built-in 2000 retro games, dual handheld video game console, AV output, 8-bit fun box, two children‚??s gift, electronic game console handle","Metro Manila~Quezon City, Quezon City, Project 6",41.5,509.6,96,"Kumpletong paninda, mabilis na paghahatid",5,98,100,"Complete goods, fast delivery"
224,609,1625651224-837,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-press-screen-finger-sleeves-black-yellow16-pcs-i899546413-s2885090582.html?spm=a2o4l.searchlistcategory.list.37.52a0313cV3XGK9&search=1,18-Pin Carbon Fiber Finger Sleeves For PUBG Mobile Games Press Screen Finger Sleeves Black & Yellow(16 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.12,96,"Dear customer, thank you for your evaluation. A product is just like people. Some people like it and some people don‚??t like it. However, I hope that our product can be liked by most people. Fortunately, you also like it. Thanks for the evaluation, thanks for meetingÔºÅ",4.8,99,69,"Dear customer, thank you for your evaluation. A product is just like people. Some people like it and some people don‚??t like it. However, I hope that our product can be liked by most people. Fortunately, you also like it. Thanks for the evaluation, thanks for meetingÔºÅ"
